,zalando,aboutyou,brand
125,3c742060-7fe5-4adb-9f6b-57f01f0855f1,5e599c5d-85fa-4086-82b5-2df696de9256,158
126,ca18342b-3761-4202-bbee-4e2893e346ee,4eca69cf-1648-4281-87b4-9044e60d6287,158
127,ce9fe92d-dfb1-4111-944f-50876034623a,7ce2f50e-b3b6-476a-a611-dff19f7fd732,158
128,f34a6380-9101-48e0-a7dc-e06d7f40e439,92cbfc46-59b8-4bef-ba8b-79cbdf0974bb,158
129,5293c9c7-03a0-486f-8845-eb2cfccb8de6,f0df918f-760b-47aa-a626-eca35d68ca46,275
130,404b1ef2-3d7a-4c13-b11d-13ca0124c2a0,790de3e4-8be3-4d54-88be-51827ba3fca7,148
131,851d86f0-c6ad-4f0d-8134-9b78e8f5118c,96b518ee-40d7-4f90-b4d6-c4cd434a954e,158
132,53fd917b-c9e4-4fba-9a4d-67bdbdaeeda0,320508cb-c18d-4844-b2f9-3b728f3f9b01,158
133,1d871bd0-2d76-4047-b5de-039ba2cdd164,9338299d-55fd-4814-8c60-6b1d14614a56,158
134,965a23f7-8444-4f9a-a454-aa970ea27dc3,773691fc-770f-42f4-937f-0a4e9323b11e,158
135,5e4a6794-64c7-4c04-ba0d-ec075c08d338,e68f44c5-28e2-4da5-9c02-670f16d479c7,291
136,7d779be3-68b5-4a3f-b7cf-b19d31c48f7d,dbf96e44-f630-40e5-a0a1-fd23fdb82242,291
137,d40ce8c9-4936-4b1e-b9a1-2499a6d2119f,cda40b9d-265e-4e93-9586-3344af345847,294
138,f6a1e6d2-18e5-44b2-a861-e3e0a585343d,39ffcfb0-d324-435a-9bfb-4099b4af08d7,300
139,b5555fee-06de-495f-ad12-76d1964ef162,553771bf-9dea-425f-9b17-5fc9e86557b6,718
140,1b3435f8-34eb-41f3-ab7d-d56a00dd545c,734ac2ae-875a-494a-a18e-5105694d1ce4,718
141,24e6cd09-48c0-487f-b0af-926f5f5e4e7f,60cc2c7c-1dbd-49a4-9932-8981a86aa940,718
142,dbcd8a61-3d03-49d6-8775-12ca732dd979,98a2ee55-ed2a-449a-9523-981cfc43675b,211
143,226d06b3-99a6-4e2f-9cec-50a00f05e41f,1a39c30d-8b5d-48f9-85aa-ba109307ce01,211
144,f04d3e69-fbd3-40cd-b69f-16b6095b3095,427aac8e-4789-483d-b179-f9d8d33c669d,211
145,316012d7-d0d5-4868-b6e3-22c254640422,3d732496-31e2-4f7f-949c-4c5c2b24a256,211
146,63f2409e-efef-4947-bf7e-6d370bfa376f,12e32a31-9766-4899-b940-4f6a73755829,211
147,54a1ad16-6261-4a6e-9399-fe410286a250,1f2db856-9e61-430e-853b-8d908f050178,211
148,0162d238-d2ab-4462-99c5-d8c09ca840b9,ea6661f1-8297-4c19-8c53-cfc36952d92d,211
149,4fd40224-cbc6-4186-a3d9-35a6a9674374,b66705bc-5da0-4d0f-8c05-82e5e792aeeb,211
150,3b9c2571-0154-4a89-8ece-d7883ca1c2ef,54363d2b-1d04-4980-9aae-091af593e84d,211
151,2f2d16a6-4576-4819-b131-50f83f6a9592,0bebb20c-50a8-4d9f-a6fe-bf4ba2f82fc6,211
152,e04a8767-a1d3-43d0-9bca-05eec5ee264a,ff637f6b-38bc-402f-b247-5597e0f5728f,211
153,c42a2386-f02d-463e-b7a2-0fd1e7343ff7,6464a51c-214d-4faf-8612-14b6e3466c5a,319
154,6aa1f7a8-0004-47fe-8d83-dec91d15eb04,7286e5c1-106d-4a75-98aa-4b93eabe7a20,10
155,68364b74-3bf1-4b76-b9c7-13caba9f3c83,1adf7605-f404-444a-890e-79fbb309c461,10
156,5b89d84d-be0c-474b-a45a-7a7bc629a2d8,20efd2c2-4565-4a42-8878-b1171ab438ec,10
157,5b05853e-8ee9-4fd5-b324-8d911770f447,f52b3ce8-8f43-43a4-80e7-7f7cc06bd00c,329
158,d08602e7-9d07-479d-a8eb-01195b5020b4,a8568b68-9e4a-494c-b19c-4a921d8033ee,33
159,3b12dfcc-70a0-4d10-bdf2-0ed09b31b77e,7b0f2454-8740-49f3-9076-a2ae41886bbd,33
160,be98363f-8844-4abf-b3d0-4d52140c477a,def53160-e43c-482d-bd46-323499ac4b94,65
161,e5843640-3503-443a-8e03-bbf2771e4531,8aa12409-ea0d-4cbf-9122-f227d4f03c71,65
162,59d74ddc-3da2-405b-a05e-8c98a5c13e34,77b68fee-7b2d-4a2e-86ea-5e08ba6fb29f,65
163,7ef7d479-5419-4507-87ec-a9fe10104d5b,8f259124-23d5-408e-ab1e-54cb0c5bac13,65
164,21a2b6ad-9d8a-433b-9152-31b037035e47,95850ed9-7730-4898-b994-8bf108ddb944,65
165,211e3daa-0363-4dbf-871d-9d6b2846719d,03ec3cb0-88bf-4dbb-820a-c701decb7f47,65
166,3e5e2696-b21e-4a29-9684-b50b4d0b28db,faf5e51c-8c98-4675-935d-fe3dd9ee5911,65
167,81dcd9f3-1bf2-48fd-a773-9db07c8db7fb,dd3d21b0-853c-4256-bc72-f2a20a7a2e20,342
168,01e58240-9a20-47c6-8fb8-aa898c459a8e,f62dc5c7-482b-464d-8c70-5b226f7844b6,250
169,33b7ab72-f6a1-48ee-97d0-04a628f2b947,b5d988cc-8931-4b64-83aa-5af6258a60ef,344
170,cb5a6d56-9515-4529-b27c-54458138fb80,317af2fe-5bdc-4c9d-8084-05ab3e13dfb5,77
171,13b434e5-3154-4e82-b131-615ea56315e1,684fef8a-ba08-453d-ac5c-110868c82173,77
172,39e13e63-dc19-4c05-9e9e-6619d3c93e04,66e6f2b4-a71f-4feb-b79d-86fc5c0388a3,77
173,d46d92df-7841-4e8c-95be-b2ec32d35fed,93b3e3db-9330-4546-9b36-b5716382a37d,77
174,61bd515b-44df-4ced-8ed1-03d1f2639931,288bd849-da6c-4dca-b3fd-99836d4d8c88,77
175,173a68e7-f9b2-4264-9ae6-6dacb16cf210,ec3fe871-defd-4a6e-b0ff-ca531992f8a5,77
176,490384ee-5cbb-427d-b057-9c25c0735d1e,912bcdf1-a439-47d3-b27f-75dd5ed4c705,77
177,632e38f9-04f1-40b0-ae27-f2f297e54acd,6a2c1936-466f-47bb-af35-95b77ba84fbb,77
178,f43021d8-8972-451d-82b2-e88cd8927c77,c46f3399-924e-4e3a-8abc-be13b79e9f49,77
179,8f742b4b-5433-4402-8f01-bfae4723c8ad,b80c05b2-55b2-495f-9a63-a3afa28f2dd5,77
180,abf1b85b-914a-45a0-aa42-1752bcf3fbec,8ef526c5-29c1-41a8-8907-631c851d3fc8,77
181,dbf4f078-874b-41a1-9966-deef44b2481e,9b63b580-3a6f-4b32-b0b0-66d8f29de283,77
182,a0e2c474-1c3d-4b58-96ce-9113cd247f61,2ad3b0b8-1662-4d47-815e-693236873244,77
183,e9e11209-96ac-491b-b5ef-e8fb4358a0b0,67f3cbaf-1c7d-488f-a3f8-da7b2aeba059,77
184,38268351-e272-46ea-a5b5-07555b6da6a6,61787cef-2ad1-4dc1-a08f-584675dd4c04,77
185,1eef5d49-4ac8-49f1-b76d-893d898cf65c,0a91c47c-9d68-4f7a-a3bc-45549581e44b,77
186,1837562c-070c-4481-9e0a-b5599296e95a,2ea3ea17-2e39-460c-9330-a5fc041d19a6,77
187,41f34cfb-c947-4aa4-852d-ad8f138c032b,b8d60a46-8083-4634-9d4b-bf6ed9cdf3fd,77
188,d98adb87-f241-4cfd-a387-b76d23ef7248,ad1bfda8-0b52-4f7a-a67a-4d4cbbe12958,77
189,6ac35190-5b25-4fc2-8a91-996524544c0a,d311e3f0-24a7-48e6-9aec-200680695648,77
190,579bc5dc-5070-43d4-9b6f-d15ab0e2e604,9d98912d-6919-4c93-9e44-6cac67f83681,351
191,96b71266-bc2e-4d17-a757-5e6127a82de3,d2df1df8-1dc2-46a7-87dd-6e7c51bc57cf,10
192,b7dd7640-7c82-48e0-b348-d05b6fb30c0b,d4a11fba-2b58-43e8-a4dc-ab802e44cf57,10
193,d99f607b-4fff-4352-9213-68502f5cbed0,a2b4ea85-45aa-42d2-ac9a-7f8ae0e3b67c,10
194,77b7be04-6eca-4481-969b-d494bb43c312,bf4ffa54-24cc-4680-8794-c3925950e8cb,10
195,cf6570f5-c0c1-4a85-867a-e2975e5b22e3,d3be2e2b-ee2b-4d60-8f8d-154bae0a8b9b,10
196,3817ddb0-7de1-47d3-ae5b-afe6c7ec3ce8,d2c4140f-eabc-4b86-a0f5-a1d3bb7e66c3,109
197,b3d81c3d-3895-421f-8119-862b69e0916e,590c8663-e363-4d1e-b984-4c0aa19ba0d6,158
198,66c1746a-f466-42a8-8a32-9deffb9f58c5,0daa360e-6167-4096-8b98-a99030dbaebc,158
199,0d01dcac-d007-4964-ac76-89a1b86f62d4,554056a8-c797-42ec-9506-cbc4aaa9fd14,158
200,537e95ee-ec57-4e4b-98d2-9d71e21f5397,b400ae3e-cbbc-44c9-a8d8-dc4bf557ad46,158
201,fb5f2e15-87d9-4874-8a8f-334e019c10d9,5abea071-be9a-4098-8c0e-4e5d22096a0a,158
202,5d698883-5232-42d3-b422-75e86118ed2f,cb26b04c-e388-4fa7-812d-9fcb50047268,158
203,35eed446-1f10-4da6-b5e1-eb6ec99922ae,3a0ba7bd-a05b-4af3-aca6-52e3c1f43a8b,158
204,4335b02b-b4f1-4455-aa04-5098c75b26ea,54aa4eb7-3022-431e-90e7-4d2b5f0829d4,158
205,9d2c495d-7a64-4bc6-8594-7ef34ce06cdd,c7d73dbb-3e0a-4fc8-a179-5b502c86cc49,361
206,0139548e-612b-4b0c-8a61-39fdbe0d15a6,f645cd4f-e64d-4fb7-bc31-641c504847ab,148
207,171d5abc-a3db-4549-b3c1-b58adf9cbe75,f4c99002-b358-40a9-b2ef-97b060e2b252,158
208,a49397af-4460-4476-83b1-c28d852bbc1b,73cd0027-51ab-46b1-99b1-f3511849d1bc,158
209,318172a3-7b25-49ca-87ef-3fc06348b657,15c7ac75-31ac-449d-8465-c26c40ab13d4,158
210,bbe81c5f-abd6-4925-8f31-b1557097072b,12bc8062-9424-4f6e-806a-835d8d7dc4ea,158
211,8c02cb90-5775-4923-aa26-169124a5f486,5365682d-63cc-4a2f-88f2-6f60383ee677,291
212,a55528d3-a6d7-4609-ba79-56ba9ca59796,3dabf0d9-0aa0-4b3f-a048-7ac637ec8461,294
213,bd86397f-2c8f-43ba-af96-2aa4bc30b984,110988d7-0185-471e-85a4-a3848aeee45f,375
214,2c7f8732-7d9f-4bb2-8a5e-02bf261d6ef2,57f526ad-afe3-4007-85c7-b5796a04bd67,380
215,7089c7d8-870c-40c1-95a8-e7299209ee81,c74bb94b-5343-4c28-8b85-41c41b838a3f,718
216,45c2a7c7-a793-45a2-a670-5945385d65bd,223d130a-0d47-4378-9292-6fd7363eaee6,718
217,dec46460-2642-4a2d-bd9f-fe817e247943,323a4fdb-27eb-465c-88c8-c5d57adaa754,718
218,24c1d04b-a2a1-4732-a97b-22c63758ba05,76ab558d-91e3-4544-bf28-2007b329d4e1,718
219,e2584a7c-715a-4290-ba17-c1c4cfcaf076,dd503086-1fd0-418b-add8-93e70abbd642,718
220,dadad4d8-a9c0-4d69-aa81-dc5e26c73004,1781050b-dcd0-4ecf-ac87-91b282cd5079,718
221,969e00d4-140b-471f-8cc2-22ef12c9b6f9,be6dc398-fba5-4108-85e7-3009f80b35f2,196
222,26c5979f-ee87-425b-94d7-eb3f7c59b779,8ffc3135-d67f-49db-9ad3-32d0fa0df3ca,196
223,bb30cddc-52a3-482e-b644-849eda8388de,da494cd5-4a2d-4c0f-bcca-ceef79049d66,211
224,32f74cb6-ab30-4b31-acbf-9f2b0f3a0b28,8a2a5b81-59ba-4229-acd0-05495b12d6d9,211
225,260e104f-3d8b-452f-bc79-0a567fce51d6,9d5ad235-0ce8-434e-9b46-ea9da2063f85,211
226,47ec9ab6-046c-4e14-8844-a3fc2953b81b,a7574f89-78db-4c42-ba3b-47c5aa22e425,211
227,fd9d32d9-05c6-42b4-8834-8b299f0796db,ff575fa6-885e-4565-8cb4-550286cfac21,211
228,9eb35850-10b6-4415-895b-eb1f6058d578,cd31503d-70a2-4dad-b714-786fb1266256,211
229,7c619fbb-2b37-4665-85b7-164571a18326,74593f7f-cd30-43b6-84b2-86ca2df00db1,211
230,10996049-b643-4088-951a-2d92455c4117,d6db7794-b157-469d-aa0f-95fa1034fca9,211
231,df8b2efe-a7fe-4e09-b51d-33f41f581a35,64a67a8a-be9b-4525-b975-97ac1596bde3,211
232,c8e95b30-fe19-45a3-a19f-f98296750f49,d33c2262-7ee8-4d82-a329-2f26dbd57fa4,211
233,de966dfd-ee3f-4174-b72b-18e3b425810d,05770aa4-7fc4-49a0-8403-b89f81978929,211
234,9a669089-fb20-47a6-b88b-8efb66561deb,b0b37457-94d1-43b1-84f3-6d76a65bbff9,211
235,f60d4d18-57ca-4e6b-a5e5-ff6ec3fbc27b,4f4a4da7-8c8b-4c6e-9d95-5b7262b62f45,211
236,50c52b91-493d-4975-bec4-d38668a401fd,a58dc419-13fc-4e98-88e1-7abaf803558b,211
237,145dea77-eba1-4ff8-8edf-0512861077b6,09dca55c-39b4-412a-8ecc-cd51379641dd,211
238,bf507393-7f89-4386-93cd-b6b7d1e4fa2d,b79bd240-b978-4759-8f6a-05d539c0d0b5,211
239,caa3042e-ed11-4190-ab0a-bc92455b3471,4cb8be75-0474-41aa-a6a9-f7573577cd5d,211
240,2faed128-9cb8-4c4c-91a4-70d3ff9dde0d,7383168f-6ec9-4231-b029-c40571a57e13,211
